Review,Brand,Variety,Style,Country,Stars,Count,Average
169,Samyang,seafood party,Pack,South Korea,2.25,307,3.7905537459283387
168,JFC,japanese style noodle fresh udon,Bowl,Japan,3.75,352,3.981605113636364
167,Wai Wai,crab instant rice vermicelli,Pack,Thailand,2.5,191,3.384816753926702
165,Doll,sesame oil,Pack,Hong Kong,3.5,137,3.8018248175182485
164,Unif / Tung-I,artificial beef flavor,Pack,Taiwan,3.75,224,3.6654017857142853
163,Vifon,asian style instant noodles chicken,Pack,Vietnam,3.5,108,3.187962962962963
162,Myojo,chukazanmai oriental,Pack,Japan,3.75,352,3.981605113636364
161,Paldo,green tea chlorella,Pack,South Korea,0,307,3.7905537459283387
160,Myojo,ramen desse soy sauce,Bowl,Japan,1.5,352,3.981605113636364
159,Mama,hot & spicy,Pack,Thailand,1.75,191,3.384816753926702
158,Mama,jok cup porridge artificial pork,Cup,Thailand,2.5,191,3.384816753926702
157,Nissin,sotanghon,Cup,Philippines,2,47,3.3297872340425534
155,Lucky Me!,pancit canton,Pack,Philippines,4.75,47,3.3297872340425534
152,Wu Mu,steamed noodle garlic & sesame oil,Pack,Taiwan,4.5,224,3.6654017857142853
151,Shirakiku,japanese style tokusen miso,Pack,Japan,3,352,3.981605113636364
150,Chorip Dong,jjambbong hot spicy seafood,Bowl,South Korea,4.25,307,3.7905537459283387
149,Maruchan,akai kitsune udon,Bowl,Japan,4,352,3.981605113636364
148,Myojo,okinawa soba,Pack,Japan,3.75,352,3.981605113636364
147,Higashi,nagasaki sara udon,Pack,Japan,5,352,3.981605113636364
146,Mama,pho bo,Pack,Thailand,2.5,191,3.384816753926702
145,Sakurai,vegetarian flavor,Pack,Japan,3.5,352,3.981605113636364
144,Nongshim,kimchi ramyun,Pack,South Korea,3.5,307,3.7905537459283387
143,Mama,mamy chand clear soup,Pack,Thailand,2.75,191,3.384816753926702
141,Six Fortune,seafood flavor,Pack,South Korea,2.5,307,3.7905537459283387
140,Mama,mi goreng,Pack,Thailand,5,191,3.384816753926702
139,Kamfen,noodle king beef,Pack,China,1.75,169,3.4218934911242602
138,Unif,100 furong shrimp,,Taiwan,3,224,3.6654017857142853
136,Mama,shrimp creamy tom yum,Pack,Thailand,5,191,3.384816753926702
135,Unif / Tung-I,fresh shrimp,Pack,Taiwan,3.25,224,3.6654017857142853
134,Global Inspiration,gyeong-gi-do rice,Bowl,South Korea,2.25,307,3.7905537459283387
133,Baijia,hot & sour rice noodle,Pack,China,0,169,3.4218934911242602
132,Ve Wong,artificial peppered beef,Pack,Taiwan,3.5,224,3.6654017857142853
131,Unif,100 artificial shallot chicken,Pack,Taiwan,3.25,224,3.6654017857142853
130,Sapporo Ichiban,miso soybean paste,Pack,Japan,3.5,352,3.981605113636364
129,Nongshim,mupama tang myun,Pack,South Korea,3.5,307,3.7905537459283387
128,Mama,artificial pa-lo duck,Pack,Thailand,0.1,191,3.384816753926702
127,Vifon,mi chay vegetarian,Pack,Vietnam,2.8,108,3.187962962962963
126,Mama,tom yam koong rice vermicelli,Pack,Thailand,1.5,191,3.384816753926702
125,Shirakiku,japanese style tokusen karami,Pack,Japan,3,352,3.981605113636364
124,Nissin,yakisoba with mayonnaise/mustard packet,Tray,Japan,5,352,3.981605113636364
123,Wai Wai,minced pork soeng kreung,Pack,Thailand,3.7,191,3.384816753926702
122,Doll,shrimp wonton,Pack,Hong Kong,4,137,3.8018248175182485
121,Ottogi,bekse curry,Pack,South Korea,4,307,3.7905537459283387
120,Samyang,beef,Pack,South Korea,4,307,3.7905537459283387
119,Ve Wong,artificial pork & chicken,Pack,Taiwan,3.4,224,3.6654017857142853
118,Paldo,bibim men,Pack,South Korea,3.75,307,3.7905537459283387
117,Ottogi,ramyonsari,Pack,South Korea,4,307,3.7905537459283387
116,Mama,nam vang,Pack,Thailand,3.6,191,3.384816753926702
115,Ottogi,miso ramyun,Pack,South Korea,2.8,307,3.7905537459283387
114,Samyang,kimchi,Pack,South Korea,2.9,307,3.7905537459283387
113,Nongshim,hooroorook ,Pack,South Korea,4,307,3.7905537459283387
112,Ottogi,jiajang noodle,Pack,South Korea,3.75,307,3.7905537459283387
111,Ottogi,odongtongmyon seafood spicy,Pack,South Korea,3.25,307,3.7905537459283387
110,Lucky Me!,artificial chicken,Pack,Philippines,1.5,47,3.3297872340425534
109,Mama,pad thai,Pack,Thailand,3.1,191,3.384816753926702
107,Ottogi,pow crunch teriyaki,Pack,South Korea,1.1,307,3.7905537459283387
106,GreeNoodle,tom yum,Pack,Thailand,0.5,191,3.384816753926702
105,Indomie,special fried curly noodle,Pack,Indonesia,5,126,4.067460317460317
103,Ve Wong,vegetarian flavor,Pack,Taiwan,3,224,3.6654017857142853
102,Indomie,soto mie,Pack,Indonesia,1.5,126,4.067460317460317
101,Ve Wong,artificial sesame chicken,Pack,Taiwan,4.25,224,3.6654017857142853
100,Unif / Tung-I,artificial chinese beef,Pack,Taiwan,2.85,224,3.6654017857142853
99,Ve Wong,kung fu artificial onion,Pack,Taiwan,2.75,224,3.6654017857142853
98,Unif / Tung-I,chah chiang,Pack,Taiwan,2.5,224,3.6654017857142853
97,Saigon Ve Wong,kung fu mi tom chua sour shrimp,Pack,Vietnam,2.5,108,3.187962962962963
96,Saigon Ve Wong,kung fu artificial pork flavor,Pack,Vietnam,3.75,108,3.187962962962963
95,Wei Lih,artificial beef flavor,Pack,Taiwan,1,224,3.6654017857142853
94,Mama,artificial chicken,Pack,Thailand,2.5,191,3.384816753926702
93,Payless,xtra big original pancit canton,Pack,Philippines,4.5,47,3.3297872340425534
92,Fashion Food,tom yum seafood creamy,Bowl,Thailand,2,191,3.384816753926702
91,Binh Tay,mi chay mushroom,Pack,Vietnam,2.75,108,3.187962962962963
90,Long Kow,crystal noodle six kinds of mushrooms,Pack,China,2.3,169,3.4218934911242602
89,Unif,100 artificial stewed pork chop,Pack,Taiwan,3.2,224,3.6654017857142853
88,Paldo,south korean noodle chicken,Pack,South Korea,3.25,307,3.7905537459283387
87,Wai Wai,tom yum shrimp cream soup,Pack,Thailand,2.75,191,3.384816753926702
86,Unif / Tung-I,onion flavor,Pack,Taiwan,3.65,224,3.6654017857142853
85,Nissin,demae ramen sesame,Pack,Japan,3.75,352,3.981605113636364
84,Samyang,kalgug-su assorted clam,Pack,South Korea,1.8,307,3.7905537459283387
83,Nissin,demae ramen spicy flavor,Pack,Japan,2,352,3.981605113636364
82,Nissin,demae ramen miso,Pack,Japan,2.75,352,3.981605113636364
81,Unif / Tung-I,artificial spicy beef,Pack,Taiwan,3.5,224,3.6654017857142853
80,Unif / Tung-I,artificial chicken,Pack,Taiwan,3.5,224,3.6654017857142853
79,Sapporo Ichiban,kitsune udon,Pack,Japan,3.25,352,3.981605113636364
78,Nissin,demae ramen seafood,Pack,Japan,2.5,352,3.981605113636364
77,Nissin,demae ramen prawn,Pack,Japan,3.25,352,3.981605113636364
76,Indomie,meatball flavor,Pack,Indonesia,2.5,126,4.067460317460317
75,Indomie,mi goreng rendang,Pack,Indonesia,4.5,126,4.067460317460317
74,Nissin,demae ramen shoyu,Pack,Japan,4,352,3.981605113636364
73,Nissin,demae ramen five spices artificial beef,Pack,Japan,3.5,352,3.981605113636364
72,Nissin,demae ramen tonkatsu artificial pork,Pack,Japan,3.5,352,3.981605113636364
71,Nissin,demae ramen satay,Pack,Japan,2.5,352,3.981605113636364
70,Nissin,demae ramen xo sauce seafood,Pack,Japan,4,352,3.981605113636364
69,Baijia,spicy fei- chang sweet potato noodle,Pack,China,1.75,169,3.4218934911242602
68,Wei Lih,jah jan mien instant noodle with fried soybean paste,Pack,Taiwan,4,224,3.6654017857142853
63,Nissin,souper meal chicken flavor with vegetable medley,Bowl,Japan,3,352,3.981605113636364
62,Maggi,rice noodle mania lemon masala,Pack,India,1.5,31,3.3951612903225805
61,Maggi,2 minute noodles curry,Pack,India,2.5,31,3.3951612903225805
60,Maggi,vegetable atta noodles masala,Pack,India,2,31,3.3951612903225805
59,Maggi,chinese noodles lemon chicken flavor,Pack,India,3.5,31,3.3951612903225805
58,Ve Wong,a-one bun tom shrimp,Pack,Taiwan,3,224,3.6654017857142853
57,Doll,instant fried noodles with chili sauce,Tray,Hong Kong,3,137,3.8018248175182485
56,Doll,instant noodles with sesame oil & soup base,Pack,Hong Kong,1,137,3.8018248175182485
55,Hua Feng Noodle Expert,favoury pork flavor,Pack,China,1,169,3.4218934911242602
54,Hua Feng Noodle Expert,spicy seafood flavor,Pack,China,3,169,3.4218934911242602
53,Indomie,chicken,Cup,Indonesia,2,126,4.067460317460317
52,Indomie,chicken curry,Pack,Indonesia,4,126,4.067460317460317
51,Indomie,curly noodles with grilled chicken,Pack,Indonesia,5,126,4.067460317460317
50,Indomie,mi goreng,Pack,Indonesia,5,126,4.067460317460317
49,Indomie,mi goreng pedas hot,Pack,Indonesia,4.5,126,4.067460317460317
48,Indomie,shrimp flavor,Pack,Indonesia,3,126,4.067460317460317
47,Indomie,mi goreng jumbo barbecue chicken,Pack,Indonesia,5,126,4.067460317460317
46,Indomie,mi goreng jumbo meatball,Pack,Indonesia,3,126,4.067460317460317
45,Indomie,mi goreng sate,Pack,Indonesia,5,126,4.067460317460317
44,Indomie,special chicken,Pack,Indonesia,4.25,126,4.067460317460317
43,Kim Ve Wong,jaopai series: vegetarian instant noodles,Bowl,Taiwan,0,224,3.6654017857142853
42,Ve Wong,kung-fu chicken flavor,Pack,Vietnam,2.75,108,3.187962962962963
41,Little Cook,pork mustard stem,Bowl,Thailand,0.5,191,3.384816753926702
40,Lucky Me!,pancit canton chili mansi,Pack,Philippines,3,47,3.3297872340425534
39,Lucky Me!,supreme bulalo flavor,Bowl,Philippines,3,47,3.3297872340425534
38,Lucky Me!,pancit canton citrus flavor,Pack,Philippines,3,47,3.3297872340425534
37,Lucky Me!,pancit canton hot chili flavor,Pack,Philippines,3,47,3.3297872340425534
36,Lucky Me!,itnok,Pack,Philippines,3,47,3.3297872340425534
35,Mama,chand clear soup,Pack,Thailand,3,191,3.384816753926702
33,Koka,mi hai tom prawn,Pack,Singapore,3.75,109,4.126146788990826
32,Koka,mi hai cua crab flavor,Pack,Singapore,3.5,109,4.126146788990826
31,Myojo,ippeichan yakisoba,Tray,Japan,4,352,3.981605113636364
30,Myojo,special duck,Pack,Japan,1,352,3.981605113636364
29,Mee Jang,tom yum shrimp,Bowl,Thailand,3.5,191,3.384816753926702
28,Nissin,chikin ramen,Pack,Japan,5,352,3.981605113636364
27,Nissin,demae ramen curry flavor,Pack,Japan,4,352,3.981605113636364
26,Nissin,soba noodles with mayo mustard squirt,Pack,Japan,4,352,3.981605113636364
25,Nissin,demae ramen spicy flavor,Pack,Japan,3,352,3.981605113636364
24,Nissin,demae ramen spicy seafood with chili pepper,Pack,Japan,2,352,3.981605113636364
22,Nongshim,ansungtangmyun noodle soup,Pack,South Korea,3.75,307,3.7905537459283387
21,Nongshim,champong oriental noodles,Pack,South Korea,4,307,3.7905537459283387
20,Nongshim,neoguri (seafood'n'spicy),Pack,South Korea,3.5,307,3.7905537459283387
19,Nongshim,shin ramyun,Pack,South Korea,4,307,3.7905537459283387
18,Ottogi,jin ramen (hot taste),Pack,South Korea,3.5,307,3.7905537459283387
17,Quickchow,pancit palabok,Pack,Philippines,2.5,47,3.3297872340425534
16,Samyang,kalgug-su (spicy),Pack,South Korea,3.5,307,3.7905537459283387
15,Samyang,pojangmacha u-dong,Pack,South Korea,2.5,307,3.7905537459283387
14,Samyang,hot,Pack,South Korea,3.5,307,3.7905537459283387
13,Sapporo Ichiban,chow mein,Pack,Japan,5,352,3.981605113636364
12,Sapporo Ichiban,shrimp flavor,Pack,Japan,2.5,352,3.981605113636364
11,Six Fortune,chicken flavor instant soup noodle,Pack,South Korea,2,307,3.7905537459283387
9,Sutah,cup noodle,Cup,South Korea,2,307,3.7905537459283387
8,Tung-I,chinese beef instant rice noodle,Pack,Taiwan,3,224,3.6654017857142853
7,Ve Wong,mushroom pork,Pack,Vietnam,1,108,3.187962962962963
6,Vifon,nam vang,Pack,Vietnam,2.5,108,3.187962962962963
5,Vifon,"hu tiu nam vang [""phnom penh"" style] asian style instantâ riceâ noodles",Bowl,Vietnam,3.5,108,3.187962962962963
4,Wai Wai,oriental style instant noodles,Pack,Thailand,1,191,3.384816753926702
3,Wai Wai,tom yum shrimp,Pack,Thailand,2,191,3.384816753926702
2,Wai Wai,tom yum chili flavor,Pack,Thailand,2,191,3.384816753926702
